날짜,고객번호,카페,음식점,여행,서점,쇼핑,온라인결제,교통,미용실,병원,주유소,화장품,편의점,주차장,문화,이동통신,학원,스포츠,부동산,자동차,기기,기타,동물병원,세탁소,영화,정육점,해외직구,택시,사우나,보험,테마파크,OTT구독,배달,해외결제,대형마트,항공사,숙박
2022-07-16,21,7500,28600,0,45200,0,0,2800,0,0,0,0,4700,0,92800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-06,21,18600,15800,0,0,0,0,2800,0,0,37900,21300,9400,0,0,0,488484,0,0,0,39500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-10,21,0,27400,0,0,0,0,2800,0,0,0,0,0,5400,0,28036,0,0,0,0,0,0,0,21320,0,49600,0,0,0,0,0,0,0,0,85900,0,0
2022-07-21,21,12100,19800,0,0,0,13300,2800,0,0,0,31500,6900,0,0,0,0,45000,0,0,0,0,0,41030,0,55800,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,21,0,21900,0,0,0,0,2800,0,0,0,0,3900,0,0,0,0,25400,0,0,0,34000,418900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-10,22,0,25600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43600,0,23500,0,0,0,7500,0,0,0,0,0,0,0
2022-07-20,22,0,18100,0,0,0,0,0,0,0,0,0,0,17900,0,0,0,0,0,0,0,0,0,10990,30000,52100,0,0,34900,0,0,0,0,0,0,0,0
2022-07-06,22,0,0,0,0,0,0,0,37300,0,0,0,0,0,0,26429,0,0,0,0,0,0,0,0,0,0,38200,32800,0,0,0,0,0,0,0,0,0
2022-07-07,22,0,20700,0,0,0,0,0,0,0,54200,15300,0,0,0,0,0,0,0,0,11900,0,0,0,0,0,0,0,0,0,0,0,0,0,89800,0,0
2022-07-13,22,0,17800,0,48300,0,0,0,25700,0,42500,0,0,28200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43200,0,0
2022-07-19,22,0,24800,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28100,0,0,0,30500,0,0,0,0,0
2022-07-27,22,0,17200,0,0,296300,0,0,0,0,0,0,0,0,0,0,0,49200,281727700,0,0,0,0,24770,0,43400,0,0,0,0,0,0,0,0,0,0,0
2022-07-18,22,0,22900,0,0,0,0,0,0,0,0,0,0,5000,0,0,489058,0,0,0,0,0,0,0,15400,0,0,0,0,0,0,0,39100,0,0,0,0
2022-07-28,22,0,27200,0,0,0,0,0,0,21100,0,0,0,0,0,0,0,40100,0,0,0,0,0,10860,0,42000,30800,0,0,0,0,0,0,0,0,0,0
2022-07-21,22,11800,0,0,0,0,0,0,0,0,0,13000,4100,0,0,0,0,0,0,0,0,0,523200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-05,22,0,20200,0,0,0,0,0,9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38500,0,16600,0,0,0,30900,0,0
2022-07-24,22,0,23700,0,0,0,0,0,0,0,0,10200,0,0,133000,0,0,0,0,0,0,0,0,9950,0,38200,0,33100,0,0,0,0,0,0,0,0,0
2022-07-01,22,0,28200,0,0,0,0,0,26300,0,0,43900,0,0,0,0,0,0,0,0,0,0,0,40900,0,25800,0,0,0,0,0,0,39300,0,0,0,0
2022-07-02,22,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03,22,0,27800,0,0,0,15500,0,0,0,0,0,0,29700,0,0,0,0,0,0,0,0,0,0,8800,0,37700,0,0,0,0,0,0,0,0,0,0
2022-07-11,22,0,16400,0,0,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,0,26200,662900,0,0,0,0,0,0,0,0,0,0,0,89700,0,0
2022-07-30,22,0,0,0,0,0,0,0,0,0,0,23300,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,6900,0,0,0,0,0,0,0,0,0,0
2022-07-12,22,0,17900,0,24100,0,0,0,0,0,0,33300,0,0,0,0,0,42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-29,22,0,28800,0,0,0,0,0,26800,0,30400,0,3300,0,0,0,0,0,0,0,0,0,0,18260,0,34400,0,0,0,0,0,0,0,0,0,0,0
2022-07-08,22,0,24100,0,0,0,0,0,0,0,0,0,6700,33800,86100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10600,12300,0,0,0,0,0
2022-07-08,23,0,28900,0,0,0,11000,0,0,45500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22300,0,0,10900,0,0,0,21500,0,0,0,0,0
2022-07-11,23,0,0,0,0,0,0,0,0,0,0,25900,0,0,0,0,0,0,0,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-23,23,0,29300,0,0,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,23700,0,0,39670,0,24100,0,0,0,0,0,27700,0,0,0,0,0
2022-07-31,23,17000,29500,0,0,0,0,0,0,0,0,0,0,0,30300,0,0,0,0,0,0,0,0,25240,0,45300,0,24600,0,0,0,0,0,0,0,0,0
2022-07-09,23,0,20400,0,0,0,0,0,0,0,0,19900,0,0,0,23531,0,29000,0,0,0,0,101200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-30,23,0,26400,0,0,0,0,0,0,0,0,0,0,0,62600,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,15400,0,0,0,0
2022-07-28,23,0,28200,0,0,0,7500,0,0,0,36700,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95300,0,0
2022-07-16,23,0,0,0,0,0,0,0,0,145600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38600,0,0,0,0,0,0,0,0,0,0
2022-07-21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,27800,0,0,47100,0,0,0,0,0,0,0,0,0,0,0,0,0,33300,0,0,0,0,0
2022-07-07,23,18100,22700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,0,0,0
2022-07-22,23,0,15300,0,0,0,0,0,0,0,0,37000,0,0,63500,0,0,0,0,0,0,0,0,0,0,0,0,33100,0,0,16600,0,0,0,0,0,0
2022-07-05,23,0,0,0,0,0,0,0,7400,0,0,0,0,0,0,0,0,45100,0,0,0,0,0,0,0,0,0,38100,0,28900,35700,0,0,0,0,0,0
2022-07-12,23,0,23900,0,0,114700,0,0,0,0,0,0,4500,0,0,0,0,0,45112800,0,0,0,56200,0,0,0,0,0,0,0,0,37000,9900,0,0,0,0
2022-07-25,23,0,24600,0,32600,0,0,0,5900,147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19600,0,0,0,0,0,0,96800,0,0
2022-07-18,23,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670300,0,0,0,0,0,15900,0,0,0,34100,0,0,0,0
2022-07-24,23,0,17800,0,0,0,0,0,0,0,0,0,7900,11700,0,0,0,0,0,0,8100,0,693300,0,0,0,0,25700,0,0,31200,0,0,0,0,0,0
2022-07-10,23,9000,24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,0,30300,17900,0,0,0,0,0,0
2022-07-13,23,0,0,0,0,0,0,0,0,0,0,0,3700,14100,0,0,0,0,0,0,0,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-15,23,0,25700,0,0,0,35800,0,0,0,0,0,0,0,0,0,0,0,0,0,29400,0,0,0,0,0,0,0,0,0,28400,0,0,0,0,0,0
2022-07-29,23,0,26900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44200,0,0,0,0,0,0,0,0,0,0,0,0,9700,0,0,0,0,0,0
2022-07-19,23,0,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,163800,0,0,0,0,0,0,35600,0,12900,0,0,0,0,0
2022-07-15,24,0,0,0,0,0,0,0,0,127900,0,0,5400,0,101800,0,0,0,0,0,0,0,0,0,0,0,9300,0,0,0,0,0,0,0,0,0,0
2022-07-09,24,0,19700,0,44700,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,8700,0,39000,0,0,0,0
2022-07-20,24,10800,25000,0,36000,0,0,0,0,0,25900,0,11300,0,0,0,0,0,0,0,37600,0,0,0,0,0,0,0,29700,0,0,26100,0,0,0,0,0
2022-07-01,24,0,15600,0,43900,0,0,0,21700,0,0,0,8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,0,0,0,0,0
2022-07-07,24,0,17900,0,0,0,0,0,0,0,59400,40700,6800,0,0,0,0,0,0,0,28800,0,0,0,0,0,0,0,0,0,0,24500,0,0,0,0,0
2022-07-14,24,0,23400,0,0,0,0,0,29100,0,0,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,0,8600,0,14100,0,0,0,0,0
2022-07-05,24,0,18300,0,0,0,0,0,0,0,0,0,8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35500,30400,0,17700,0,65700,0,0
2022-07-10,24,0,16600,0,0,69900,0,0,0,0,0,43000,6400,0,0,0,0,0,0,0,5700,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-18,24,0,28100,0,0,0,0,0,0,20100,0,0,11300,0,0,16754,0,0,0,0,0,0,305700,35740,0,31600,6700,0,0,0,0,0,0,0,0,0,0
2022-07-21,24,0,22100,0,0,0,0,0,11400,0,0,0,10100,0,0,0,0,0,0,0,0,0,49700,0,0,0,0,0,0,0,25600,0,0,0,0,0,0
2022-07-17,24,0,0,0,0,0,0,0,0,0,22900,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32800,31300,0,31900,0,0,0,0,0
2022-07-12,24,0,29400,0,0,0,0,0,0,0,0,0,9900,0,0,0,0,0,0,0,0,0,537800,0,0,0,0,0,0,0,0,0,35700,0,0,0,0
2022-07-08,24,0,24000,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29900,0,30400,0,13600,0,0,0,0,0
2022-07-28,24,0,28000,0,0,0,0,0,0,0,0,0,6700,0,137600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29900,0,25300,0,0,0,0
2022-07-31,24,0,0,0,0,0,0,0,0,0,36500,0,8100,0,0,0,0,0,0,0,0,0,0,0,35300,0,0,0,0,0,0,0,31000,24889,0,0,0
2022-07-13,24,0,16100,3142400,0,0,0,0,0,0,0,0,4900,0,51500,0,0,0,0,0,0,18500,0,0,0,0,0,0,8600,32300,0,0,0,0,89100,2957000,185400
2022-07-25,24,0,28200,0,0,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36400,39900,0,0,0,29242,0,0,0
2022-07-22,24,0,0,0,0,0,0,0,0,0,0,0,5700,0,0,0,0,0,0,0,12300,22300,0,0,0,0,0,0,35800,0,0,0,30400,0,0,0,0
2022-07-30,24,0,0,0,0,0,0,0,0,56100,0,0,11300,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,35600,0,0,0,0,0,0,0
2022-07-04,24,13500,15800,0,0,0,0,0,0,112200,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14200,0,0,0,0,0,0
2022-07-24,24,17700,19800,0,0,0,0,0,0,0,0,0,11900,0,0,0,0,0,0,0,16400,0,0,0,26100,0,0,0,0,0,0,0,13300,0,0,0,0
2022-07-03,24,0,19300,0,0,48100,0,0,0,0,0,34400,11500,23700,0,0,0,0,0,0,0,0,0,0,0,0,38200,0,0,0,0,0,0,0,0,0,0
2022-07-23,24,0,21900,0,0,0,0,0,0,51600,0,0,7100,0,0,0,0,33700,0,0,0,0,0,0,0,0,0,0,16900,23100,0,0,0,0,0,0,0
2022-07-19,24,0,22100,0,0,0,0,0,0,0,22600,0,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,37900,0,0,0,0,0,0,0,0,0,0
2022-07-09,25,0,21700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19300,0,0,0,0,0,0,0,0,0,0,0,0,8600,14300,0,0,0,0,0
2022-07-24,25,0,0,0,30600,0,0,0,27900,0,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26300,0,0,0,41200,0,0
2022-07-18,25,0,27200,0,0,0,0,0,0,0,0,0,8800,31800,0,0,0,0,0,0,0,17500,0,0,0,0,0,0,0,0,0,0,0,0,46400,0,0
2022-07-06,25,0,16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20200,0,55500,5300,0,0,0,0,28300,0,77225,0,0,0
2022-07-21,25,0,18600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447900,22830,0,48000,0,0,0,0,0,9200,23000,0,87200,0,0
2022-07-22,25,0,18500,0,0,0,0,0,0,0,0,0,6300,12500,0,0,0,0,0,0,6900,0,0,16230,0,24700,0,0,0,0,7700,0,0,0,0,0,0
2022-07-15,25,0,18500,3083140,21400,0,0,0,0,0,0,33300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23600,0,25300,30600,0,0,0,0,2888640,194500
2022-07-10,25,0,16500,0,40700,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,23100,0,0,0,0,0,7400,0,0,0,25500,0,0,0,0,0
2022-07-11,25,8100,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31500,0,0,36100,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-27,25,0,22100,2929930,0,0,0,0,0,0,0,49500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,0,0,20100,0,0,0,0,2558820,371110
2022-07-05,25,9500,18200,0,0,0,0,0,0,68600,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-25,25,0,19100,0,0,0,0,0,0,90300,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29200,0,0,0,38500,0,0,0,0,0,0
2022-07-02,25,0,18100,0,43100,0,14100,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,0,0,16100,0,0,0,36400,0,0,0,0,0,0,0,0
2022-07-03,25,0,20100,0,0,0,0,0,0,0,0,0,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-26,25,0,20800,0,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,0,0,0,0,0,0,24600,0,13900,0,0,16100,0,0,0,0,0,0,0
2022-07-20,25,0,20800,0,0,0,0,0,35200,0,0,0,3700,33700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33300,0,0,0,0
2022-07-31,25,0,0,0,0,0,0,0,0,0,0,0,4500,39000,0,0,0,0,0,0,0,0,364900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,33300,0,0
2022-07-12,25,0,26500,0,0,0,0,0,0,0,0,0,3500,22600,49800,0,0,0,0,0,0,0,0,0,10900,0,0,0,0,0,0,0,0,0,34400,0,0
2022-07-19,25,0,0,0,0,0,6400,0,19100,0,34000,0,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12600,0,39300,0,0,0,0,0,0
2022-07-08,25,0,0,0,0,0,0,0,0,0,0,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21540,61500,0,0
2022-07-14,25,0,29000,0,0,0,24900,0,0,0,12400,0,0,0,0,0,0,0,0,0,0,38200,0,5100,0,35500,0,0,0,0,0,0,0,0,0,0,0
2022-07-16,25,0,18400,0,0,0,0,0,0,0,0,0,0,22000,0,21537,0,0,0,0,0,0,303900,0,0,0,0,0,0,26700,0,0,0,0,0,0,0
2022-07-30,25,0,28500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,38500,0,0,99300,0,0
2022-07-01,26,0,18300,0,25400,0,0,0,12300,0,0,0,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,26,0,17500,0,32300,0,20800,0,0,0,0,0,10300,0,0,0,0,0,0,0,0,0,0,13510,0,29500,0,0,0,0,0,23200,0,0,0,0,0
2022-07-09,26,0,16100,0,0,124900,0,0,0,88300,9000,0,5900,0,0,0,0,12400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12300,0,0,0,0
2022-07-04,26,0,0,0,0,0,0,0,0,0,0,0,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31800,0,0
2022-07-12,26,0,26900,0,0,0,0,0,0,82100,0,14800,11500,0,0,0,0,0,0,0,0,0,0,0,36800,0,0,0,0,0,0,0,0,32425,0,0,0
2022-07-10,26,0,17700,0,0,0,0,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,27400,0,0,0,15600,0,0,0,0
2022-07-18,26,16600,0,0,0,0,0,0,0,0,25900,0,7100,0,51500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,26,0,23000,0,0,0,0,0,0,64200,20100,0,7400,0,0,0,0,0,0,0,0,0,89700,32310,0,51500,0,0,14700,0,0,0,0,0,0,0,0
2022-07-26,26,0,19700,0,0,0,0,0,0,0,0,0,11900,0,0,0,0,0,0,0,36100,0,633600,0,0,0,0,0,0,0,0,0,11800,0,0,0,0
2022-07-23,26,0,18800,0,0,0,0,0,0,137600,17700,18500,5000,0,145600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22,26,0,0,0,0,0,0,0,0,0,0,0,10200,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,19600,0,0,0,31400,0,63400,0,0
2022-07-16,26,0,15000,0,0,0,0,0,0,0,0,0,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,5400,0,74612,0,0,0
2022-07-08,26,0,21000,0,0,122500,8600,0,0,0,0,0,6600,0,0,0,0,28100,0,0,0,0,0,0,0,0,19200,0,0,0,0,0,0,0,0,0,0
2022-07-05,26,0,16000,0,19500,0,0,0,0,25500,0,0,5200,0,0,0,0,0,0,0,9300,0,0,0,0,0,0,0,5200,8400,0,0,0,0,0,0,0
2022-07-29,26,0,16400,0,0,189900,0,0,0,121300,0,0,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-17,26,0,19400,0,0,0,0,0,0,0,0,22500,11800,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92800,0,0
2022-07-20,26,0,22300,0,0,0,0,0,0,0,13100,0,7600,0,0,0,0,0,0,0,0,0,0,0,38500,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-02,26,0,24400,0,0,0,0,0,0,0,54300,0,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-31,26,0,17100,0,0,0,0,0,0,0,0,0,7900,0,0,0,408344,0,0,0,7700,0,575500,43560,0,39900,0,0,0,0,0,0,0,0,0,0,0
2022-07-15,26,0,0,0,0,0,13900,0,0,0,0,0,6900,0,0,0,0,0,0,0,37100,0,0,29070,0,47400,0,0,0,0,0,24400,0,0,0,0,0
2022-07-24,26,0,0,4491980,0,0,0,0,0,0,0,0,10600,0,0,17056,0,46400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59500,2888910,1603070
2022-07-11,27,0,22700,0,44900,0,0,0,0,0,0,0,0,0,0,0,0,14100,0,0,0,0,0,0,0,0,0,0,0,0,28600,0,0,0,0,0,0
2022-07-13,27,0,24600,0,31300,0,0,0,0,59500,0,0,0,0,0,0,0,0,0,0,0,0,0,49780,0,41600,0,0,0,0,31800,0,0,0,0,0,0
2022-07-03,27,0,22800,0,30900,0,0,0,0,0,0,0,0,22500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23700,26900,0,81700,0,0
2022-07-01,27,0,19600,0,0,0,11400,0,0,0,0,0,0,0,0,0,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52452,0,0,0
2022-07-09,27,0,16200,0,0,0,11000,0,0,0,0,0,0,0,159200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35100,0,0,0,0,0,0,0
2022-07-14,27,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,35900,6700,0,0,0,0,0,24300,14900,0,0,0,0,0,0,0,0
2022-07-16,27,0,23200,0,0,0,0,0,0,0,53000,0,8200,0,148600,0,0,0,0,0,0,0,0,23290,0,47400,0,0,0,0,0,0,0,0,0,0,0
2022-07-17,27,0,29900,0,0,0,0,0,36400,0,23600,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21200,0,0,0,36400,0,77792,0,0,0
2022-07-23,27,0,23800,0,0,272100,0,0,8800,0,0,0,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0
2022-07-20,27,0,20900,0,0,0,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12900,0,0,0,0,0,18100,0,0,0,0
2022-07-24,27,0,23300,0,35000,0,0,0,0,101600,0,0,0,0,0,0,0,0,0,0,0,0,428600,0,0,0,0,0,10600,0,0,0,0,0,0,0,0
2022-07-25,27,0,24700,0,0,153400,20800,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0
2022-07-07,27,0,25600,0,0,0,23900,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,16400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,27,0,0,0,0,0,0,0,0,0,0,0,4100,0,35900,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,24100,0,0,0,0
2022-07-06,27,0,25700,0,47800,0,0,0,24200,0,0,0,0,0,0,0,0,0,0,0,0,0,681400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37400,0,0,0,0,0,0,0,0
2022-07-29,27,0,23700,0,42400,0,0,0,20300,0,0,0,0,0,0,0,0,48500,0,0,0,0,0,0,0,0,15700,0,9000,0,0,0,0,0,0,0,0
2022-07-05,27,0,25700,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166600,0,0,0,31600,0,0,0,0,0,0,0,0,0,0
2022-07-22,27,0,29900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,34900,0,0,0,11500,0,0,0,0
2022-07-30,27,0,16800,0,0,0,0,0,29000,0,48100,0,0,0,0,0,0,0,0,0,17900,0,0,0,0,0,21400,0,0,0,0,0,0,0,0,0,0
2022-07-04,27,19900,20100,0,0,0,0,0,0,0,0,0,7100,27500,0,0,0,0,0,0,0,0,83500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-19,27,0,26700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300,0,30400,0,0,0,0,0,0,0
2022-07-08,27,0,15700,6817840,0,254900,0,0,0,0,0,0,8900,0,0,12816,0,0,0,0,0,29100,0,0,0,0,0,0,0,11500,0,0,0,0,0,6753540,64300
2022-07-18,27,0,0,0,41000,0,39800,0,0,0,0,0,6900,0,0,0,0,22600,0,0,0,0,0,0,0,0,0,0,0,14300,0,0,0,0,0,0,0
2022-07-02,27,0,0,0,0,0,0,0,0,0,0,0,0,27000,0,0,0,31100,0,0,0,0,29200,0,0,0,0,0,0,0,30100,0,16700,0,0,0,0
2022-07-06,28,0,0,0,0,0,0,0,0,0,0,17300,0,0,138800,0,0,0,0,0,0,0,0,0,0,0,0,0,13300,0,0,0,11600,0,0,0,0
2022-07-02,28,0,24000,0,0,0,0,0,0,142400,0,42900,9000,0,0,0,0,0,0,0,0,0,0,37770,0,40800,0,0,17700,0,0,0,0,32163,0,0,0
2022-07-01,28,0,0,0,0,96700,0,0,0,0,0,0,0,0,0,0,0,10100,0,0,0,0,0,0,0,0,26100,15900,0,0,0,0,27600,0,0,0,0
2022-07-19,28,19100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17560,0,50100,0,0,0,0,0,0,15700,0,56800,0,0
2022-07-05,28,0,26800,0,0,0,0,0,0,0,34200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33400,0,0,0,0,0,0,0,0,0,0
2022-07-20,28,0,28500,0,0,0,17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32400,0,0,0,0,36800,0,0,57700,0,0
2022-07-17,28,0,0,0,0,0,0,0,7400,0,0,0,7400,0,0,0,0,0,0,0,0,0,0,35690,0,35800,0,0,19500,24800,0,0,25800,0,0,0,0
2022-07-18,28,10400,20700,0,17700,0,0,0,0,0,0,0,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20600,0,0,0,0
2022-07-14,28,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13400,0,0,0,0,0,0,0,0,16200,0,0,0,0,35900,0,0,0,0,0
2022-07-30,28,19600,27900,0,0,0,0,0,0,0,0,0,0,23000,67200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-27,28,0,15800,0,0,281600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6700,0,0,0,19900,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-21,28,0,21100,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,6100,0,36290,0,26300,0,0,0,0,0,0,31600,49211,0,0,0
2022-07-13,28,0,25100,0,24500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29500,0,0,11000,0,0,0,0,0
2022-07-26,28,6800,17000,0,0,0,0,0,0,0,0,29900,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-09,28,0,18300,0,22900,49300,0,0,0,0,0,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32600,0,0,0,0,0,0,0,0,0
2022-07-12,28,6700,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-29,28,5400,24000,0,0,0,0,0,0,56300,15300,0,5200,0,0,0,0,0,0,0,0,0,0,35950,0,44400,0,0,0,0,0,0,0,0,0,0,0
2022-07-15,28,0,22500,0,45500,0,0,0,35100,0,0,0,7700,0,0,0,0,0,0,0,0,0,148700,0,0,0,0,17900,0,0,0,0,0,0,0,0,0
2022-07-11,28,0,16700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44980,19300,45700,0,0,0,0,0,0,0,0,97100,0,0
2022-07-31,28,4900,29000,0,0,0,0,0,0,134800,0,0,3200,0,0,0,0,0,0,0,34100,0,0,0,13500,0,0,0,0,0,0,0,0,0,0,0,0
